Gamecode,CODETEAM,J1,J2,J3,J4,TIME,DELTA_SCORE,OFF,DEF
121,PRS,P004655,P007993,P014009,P014178,0.05,1,1,0
121,PRS,P004655,P009664,P010431,P012611,0.8,1,6,5
121,PRS,P004655,P009664,P010431,P014008,1.483,0,8,8
121,PRS,P004655,P009664,P010431,P014178,0.683,-1,2,3
121,PRS,P004655,P009664,P012611,P014008,12.483,10,33,23
121,PRS,P004655,P009664,P012611,P014178,7.983,14,22,8
121,PRS,P004655,P009664,P014008,P014178,8.666,13,24,11
121,PRS,P004655,P010431,P012611,P014008,0.8,1,6,5
121,PRS,P004655,P010431,P012640,P014009,2.1,-7,2,9
121,PRS,P004655,P010431,P012640,P014178,0.7,-1,2,3
121,PRS,P004655,P010431,P014008,P014178,0.683,-1,2,3
121,PRS,P004655,P012611,P014008,P014178,7.983,14,22,8
121,PRS,P004655,P012640,P014009,P014178,0.05,1,1,0
121,PRS,P007993,P010431,P012403,P012640,11.017,8,24,16
121,PRS,P007993,P010431,P012403,P014009,6.367,6,15,9
121,PRS,P007993,P010431,P012403,P014178,4.65,2,9,7
121,PRS,P007993,P010431,P012640,P013373,2.75,-2,4,6
121,PRS,P007993,P010431,P012640,P014009,11.217,-3,21,24
121,PRS,P007993,P010431,P012640,P014178,5.35,1,11,10
121,PRS,P007993,P010431,P013373,P014009,2.75,-2,4,6
121,PRS,P007993,P012403,P012640,P014009,6.367,6,15,9
121,PRS,P007993,P012403,P012640,P014178,4.65,2,9,7
121,PRS,P007993,P012640,P013373,P014009,2.75,-2,4,6
121,PRS,P007993,P012640,P014009,P014178,0.05,1,1,0
121,PRS,P009664,P010431,P012611,P014008,0.8,1,6,5
121,PRS,P009664,P010431,P012640,P013373,1.617,0,6,6
121,PRS,P009664,P010431,P012640,P014008,1.617,0,6,6
121,PRS,P009664,P010431,P012640,P014009,0.067,-2,0,2
121,PRS,P009664,P010431,P012640,P014178,0.067,-2,0,2
121,PRS,P009664,P010431,P013373,P014008,3.117,2,12,10
121,PRS,P009664,P010431,P013373,P014178,1.5,2,6,4
121,PRS,P009664,P010431,P014008,P014178,2.183,1,8,7
121,PRS,P009664,P010431,P014009,P014178,0.067,-2,0,2
121,PRS,P009664,P012403,P012611,P014008,2.1,-1,5,6
121,PRS,P009664,P012403,P012611,P014178,2.1,-1,5,6
121,PRS,P009664,P012403,P014008,P014178,2.1,-1,5,6
121,PRS,P009664,P012611,P013373,P014008,3.4,-3,4,7
121,PRS,P009664,P012611,P013373,P014009,2.217,-1,4,5
121,PRS,P009664,P012611,P013373,P014178,1.183,-2,0,2
121,PRS,P009664,P012611,P014008,P014009,2.217,-1,4,5
121,PRS,P009664,P012611,P014008,P014178,11.266,11,27,16
121,PRS,P009664,P012640,P013373,P014008,1.617,0,6,6
121,PRS,P009664,P012640,P014009,P014178,0.067,-2,0,2
121,PRS,P009664,P013373,P014008,P014009,2.217,-1,4,5
121,PRS,P009664,P013373,P014008,P014178,2.683,0,6,6
121,PRS,P010431,P012403,P012640,P014009,6.367,6,15,9
121,PRS,P010431,P012403,P012640,P014178,4.65,2,9,7
121,PRS,P010431,P012640,P013373,P014008,1.617,0,6,6
121,PRS,P010431,P012640,P013373,P014009,3.167,-2,4,6
121,PRS,P010431,P012640,P014009,P014178,0.067,-2,0,2
121,PRS,P010431,P013373,P014008,P014178,1.5,2,6,4
121,PRS,P012403,P012611,P014008,P014178,2.1,-1,5,6
121,PRS,P012611,P013373,P014008,P014009,2.217,-1,4,5
121,PRS,P012611,P013373,P014008,P014178,1.183,-2,0,2
122,HTA,P002580,P009846,P010568,P011157,4.05,7,12,5
122,HTA,P002580,P009846,P010568,P012609,0.633,-4,0,4
122,HTA,P002580,P009846,P010568,P012788,7.883,-8,16,24
122,HTA,P002580,P009846,P010568,P013284,9.7,2,25,23
122,HTA,P002580,P009846,P010568,P013402,1.6,1,3,2
122,HTA,P002580,P009846,P011157,P012609,3.917,4,8,4
122,HTA,P002580,P009846,P011157,P013284,4.417,0,9,9
122,HTA,P002580,P009846,P011157,P013402,7.05,3,11,8
122,HTA,P002580,P009846,P012609,P012788,6.716,-3,14,17
122,HTA,P002580,P009846,P012609,P013402,10.0,5,22,17
122,HTA,P002580,P009846,P012788,P013284,7.033,-2,16,18
122,HTA,P002580,P009846,P012788,P013402,6.3,-1,14,15
122,HTA,P002580,P009846,P013284,P013402,1.75,-4,0,4
122,HTA,P002580,P010568,P011157,P013284,2.667,4,9,5
122,HTA,P002580,P010568,P011157,P013402,1.383,3,3,0
122,HTA,P002580,P010568,P012609,P012788,0.633,-4,0,4
122,HTA,P002580,P010568,P012609,P013284,1.767,5,5,0
122,HTA,P002580,P010568,P012609,P013402,1.767,5,5,0
122,HTA,P002580,P010568,P012788,P013284,7.033,-2,16,18
122,HTA,P002580,P010568,P012788,P013402,0.217,-2,0,2
122,HTA,P002580,P010568,P013284,P013402,1.767,5,5,0
122,HTA,P002580,P011157,P012609,P013284,0.95,-3,3,6
122,HTA,P002580,P011157,P012609,P013402,4.867,1,11,10
122,HTA,P002580,P011157,P013284,P013402,2.7,-7,3,10
122,HTA,P002580,P012609,P012788,P013402,6.083,1,14,13
122,HTA,P002580,P012609,P013284,P013402,2.717,2,8,6
122,HTA,P009846,P010568,P011157,P013284,2.667,4,9,5
122,HTA,P009846,P010568,P011157,P013402,1.383,3,3,0
122,HTA,P009846,P010568,P012609,P012788,5.95,1,9,8
122,HTA,P009846,P010568,P012609,P013284,4.917,0,4,4
122,HTA,P009846,P010568,P012609,P013402,3.534,1,5,4
122,HTA,P009846,P010568,P012788,P013284,10.383,0,20,20
122,HTA,P009846,P010568,P012788,P013402,2.184,1,5,4
122,HTA,P009846,P010568,P013284,P013402,1.567,-2,0,2
122,HTA,P009846,P011157,P012609,P013284,1.967,0,2,2
122,HTA,P009846,P011157,P012609,P013402,5.884,4,10,6
122,HTA,P009846,P011157,P013284,P013402,3.717,-4,2,6
122,HTA,P009846,P012609,P012788,P013284,3.35,2,4,2
122,HTA,P009846,P012609,P012788,P013402,8.05,4,19,15
122,HTA,P009846,P012609,P013284,P013402,3.534,-2,2,4
122,HTA,P010568,P011157,P012609,P013284,1.883,-6,0,6
122,HTA,P010568,P011157,P012609,P013402,1.883,-6,0,6
122,HTA,P010568,P011157,P013284,P013402,1.883,-6,0,6
122,HTA,P010568,P012609,P012788,P013284,6.217,2,9,7
122,HTA,P010568,P012609,P012788,P013402,4.834,3,10,7
122,HTA,P010568,P012609,P013284,P013402,8.084,-3,10,13
122,HTA,P010568,P012788,P013284,P013402,2.867,0,5,5
122,HTA,P011157,P012609,P013284,P013402,4.8,-9,5,14
122,HTA,P012609,P012788,P013284,P013402,2.867,0,5,5
122,MAD,P003108,P003733,P005791,P005928,12.85,0,30,30
122,MAD,P003108,P003733,P005791,P009005,1.2,0,2,2
122,MAD,P003108,P003733,P005791,P014006,11.65,0,28,28
122,MAD,P003108,P003733,P005928,P007630,0.417,0,0,0
122,MAD,P003108,P003733,P005928,P009005,1.2,0,2,2
122,MAD,P003108,P003733,P005928,P014006,12.067,0,28,28
122,MAD,P003108,P003733,P007630,P014006,0.417,0,0,0
122,MAD,P003108,P005791,P005928,P007027,4.917,1,6,5
122,MAD,P003108,P005791,P005928,P009005,6.117,1,8,7
122,MAD,P003108,P005791,P005928,P011247,0.65,2,2,0
122,MAD,P003108,P005791,P005928,P014006,13.9,-1,32,33
122,MAD,P003108,P005791,P005928,P014117,0.65,2,2,0
122,MAD,P003108,P005791,P005928,PTGB,2.25,-1,4,5
122,MAD,P003108,P005791,P007027,P009005,4.917,1,6,5
122,MAD,P003108,P005791,P011247,P014117,0.65,2,2,0
122,MAD,P003108,P005791,P014006,PTGB,2.25,-1,4,5
122,MAD,P003108,P005928,P007027,P009005,4.917,1,6,5
122,MAD,P003108,P005928,P007630,P014006,0.417,0,0,0
122,MAD,P003108,P005928,P011247,P014117,0.65,2,2,0
122,MAD,P003108,P005928,P014006,PTGB,2.25,-1,4,5
122,MAD,P003108,P007027,P007630,P011247,1.65,0,2,2
122,MAD,P003108,P007027,P007630,P014117,1.65,0,2,2
122,MAD,P003108,P007027,P011247,P014117,1.65,0,2,2
122,MAD,P003108,P007630,P011247,P014117,1.65,0,2,2
122,MAD,P003733,P005791,P005928,P007027,1.15,-2,0,2
122,MAD,P003733,P005791,P005928,P009005,1.2,0,2,2
122,MAD,P003733,P005791,P005928,P014006,11.65,0,28,28
122,MAD,P003733,P005791,P005928,P014117,1.15,-2,0,2
122,MAD,P003733,P005791,P007027,P011247,1.083,3,3,0
122,MAD,P003733,P005791,P007027,P014117,2.233,1,3,2
122,MAD,P003733,P005791,P011247,P014117,1.083,3,3,0
122,MAD,P003733,P005928,P007027,P014117,1.15,-2,0,2
122,MAD,P003733,P005928,P007630,P014006,0.417,0,0,0
122,MAD,P003733,P007027,P011247,P014117,1.083,3,3,0
122,MAD,P005791,P005928,P007027,P009005,4.917,1,6,5
122,MAD,P005791,P005928,P007027,P014117,1.15,-2,0,2
122,MAD,P005791,P005928,P009005,P014006,0.867,0,0,0
122,MAD,P005791,P005928,P009005,P014117,1.633,0,2,2
122,MAD,P005791,P005928,P009005,PTGB,2.5,0,2,2
122,MAD,P005791,P005928,P011247,P014117,0.65,2,2,0
122,MAD,P005791,P005928,P014006,PTGB,3.117,-1,4,5
122,MAD,P005791,P005928,P014117,PTGB,1.633,0,2,2
122,MAD,P005791,P007027,P009005,P011247,1.2,-8,0,8
122,MAD,P005791,P007027,P009005,P014117,2.433,-8,3,11
122,MAD,P005791,P007027,P009005,PTGB,1.233,0,3,3
122,MAD,P005791,P007027,P011247,P014117,2.283,-5,3,8
122,MAD,P005791,P007027,P014117,PTGB,1.233,0,3,3
122,MAD,P005791,P009005,P011247,P014117,1.2,-8,0,8
122,MAD,P005791,P009005,P014006,PTGB,0.867,0,0,0
122,MAD,P005791,P009005,P014117,PTGB,2.866,0,5,5
122,MAD,P005928,P009005,P014006,PTGB,0.867,0,0,0
122,MAD,P005928,P009005,P014117,PTGB,1.633,0,2,2
122,MAD,P007027,P007630,P009005,P011247,9.633,6,23,17
122,MAD,P007027,P007630,P009005,P014117,10.1,6,23,17
122,MAD,P007027,P007630,P009005,PTGB,0.467,0,0,0
122,MAD,P007027,P007630,P011247,P014117,11.283,6,25,19
122,MAD,P007027,P007630,P014117,PTGB,0.467,0,0,0
122,MAD,P007027,P009005,P011247,P014117,10.833,-2,23,25
122,MAD,P007027,P009005,P014117,PTGB,1.7,0,3,3
122,MAD,P007630,P009005,P011247,P014117,9.633,6,23,17
122,MAD,P007630,P009005,P014117,PTGB,0.467,0,0,0
123,PAN,P001926,P007866,P011085,P011204,0.55,2,2,0
123,PAN,P001926,P007866,P011085,P011284,0.233,2,2,0
123,PAN,P001926,P007866,P011085,P011442,4.033,4,10,6
123,PAN,P001926,P007866,P011085,P012774,3.716,4,10,6
123,PAN,P001926,P007866,P011204,P011209,3.0,9,9,0
123,PAN,P001926,P007866,P011204,P011284,2.783,-2,11,13
123,PAN,P001926,P007866,P011204,P011442,0.55,2,2,0
123,PAN,P001926,P007866,P011204,P012712,4.667,13,13,0
123,PAN,P001926,P007866,P011204,P012774,4.45,2,15,13
123,PAN,P001926,P007866,P011209,P012712,3.0,9,9,0
123,PAN,P001926,P007866,P011284,P012774,3.016,0,13,13
123,PAN,P001926,P007866,P011442,P012774,3.483,2,8,6
123,PAN,P001926,P007866,P012712,P012774,1.667,4,4,0
123,PAN,P001926,P011085,P011204,P011284,2.6,-3,2,5
123,PAN,P001926,P011085,P011204,P011442,2.717,-2,2,4
123,PAN,P001926,P011085,P011204,P012774,0.433,1,2,1
123,PAN,P001926,P011085,P011284,P011442,2.167,-4,0,4
123,PAN,P001926,P011085,P011284,P012774,0.666,3,4,1
123,PAN,P001926,P011085,P011442,P012774,3.483,2,8,6
123,PAN,P001926,P011204,P011209,P012712,3.0,9,9,0
123,PAN,P001926,P011204,P011284,P011442,2.167,-4,0,4
123,PAN,P001926,P011204,P011284,P012712,4.367,12,14,2
123,PAN,P001926,P011204,P011284,P012774,7.583,11,27,16
123,PAN,P001926,P011204,P012712,P012774,6.034,16,18,2
123,PAN,P001926,P011284,P012712,P012774,4.367,12,14,2
123,PAN,P002328,P004451,P011085,P011442,1.0,-2,2,4
123,PAN,P002328,P004451,P011085,P012608,1.55,-3,3,6
123,PAN,P002328,P004451,P011085,P012774,0.55,-1,1,2
123,PAN,P002328,P004451,P011209,P011442,1.733,-1,4,5
123,PAN,P002328,P004451,P011209,P012608,1.733,-1,4,5
123,PAN,P002328,P004451,P011442,P012608,2.733,-3,6,9
123,PAN,P002328,P004451,P012608,P012774,0.55,-1,1,2
123,PAN,P002328,P007866,P011085,P012608,0.3,2,2,0
123,PAN,P002328,P007866,P011085,P012774,0.3,2,2,0
123,PAN,P002328,P007866,P012608,P012774,0.3,2,2,0
123,PAN,P002328,P011085,P011442,P012608,1.0,-2,2,4
123,PAN,P002328,P011085,P012608,P012774,0.85,1,3,2
123,PAN,P002328,P011209,P011442,P012608,1.733,-1,4,5
123,PAN,P004451,P011085,P011442,P012608,1.0,-2,2,4
123,PAN,P004451,P011085,P012608,P012774,0.55,-1,1,2
123,PAN,P004451,P011209,P011442,P012608,1.733,-1,4,5
123,PAN,P007866,P011085,P011204,P011284,3.9,7,11,4
123,PAN,P007866,P011085,P011204,P011442,0.55,2,2,0
123,PAN,P007866,P011085,P011204,P012774,3.9,7,11,4
123,PAN,P007866,P011085,P011284,P012774,4.133,9,13,4
123,PAN,P007866,P011085,P011442,P012774,3.483,2,8,6
123,PAN,P007866,P011085,P012608,P012712,4.2,-3,5,8
123,PAN,P007866,P011085,P012608,P012774,4.5,-1,7,8
123,PAN,P007866,P011085,P012712,P012774,4.2,-3,5,8
123,PAN,P007866,P011204,P011209,P012608,0.617,0,0,0
123,PAN,P007866,P011204,P011209,P012712,3.617,9,9,0
123,PAN,P007866,P011204,P011284,P012608,1.75,-4,2,6
123,PAN,P007866,P011204,P011284,P012774,8.433,1,24,23
123,PAN,P007866,P011204,P012608,P012712,0.617,0,0,0
123,PAN,P007866,P011204,P012608,P012774,1.75,-4,2,6
123,PAN,P007866,P011204,P012712,P012774,1.667,4,4,0
123,PAN,P007866,P011209,P012608,P012712,0.617,0,0,0
123,PAN,P007866,P011284,P012608,P012774,1.75,-4,2,6
123,PAN,P007866,P012608,P012712,P012774,4.2,-3,5,8
123,PAN,P011085,P011204,P011284,P011442,2.167,-4,0,4
123,PAN,P011085,P011204,P011284,P012712,2.567,-2,2,4
123,PAN,P011085,P011204,P011284,P012774,6.9,6,15,9
123,PAN,P011085,P011204,P012712,P012774,2.567,-2,2,4
123,PAN,P011085,P011284,P012712,P012774,2.567,-2,2,4
123,PAN,P011085,P012608,P012712,P012774,4.2,-3,5,8
123,PAN,P011204,P011209,P012608,P012712,0.617,0,0,0
123,PAN,P011204,P011284,P012608,P012712,4.7,0,10,10
123,PAN,P011204,P011284,P012608,P012774,6.45,-4,12,16
123,PAN,P011204,P011284,P012712,P012774,11.634,10,26,16
123,PAN,P011204,P012608,P012712,P012774,4.7,0,10,10
123,PAN,P011284,P012608,P012712,P012774,4.7,0,10,10
123,PAR,P001932,P004761,P006760,P012720,0.433,-1,1,2
123,PAR,P001932,P004761,P006760,P013667,0.433,-1,1,2
123,PAR,P001932,P004761,P011981,P012720,0.65,0,0,0
123,PAR,P001932,P004761,P011981,P012745,0.65,0,0,0
123,PAR,P001932,P004761,P012720,P012745,0.65,0,0,0
123,PAR,P001932,P004761,P012720,P013667,0.433,-1,1,2
123,PAR,P001932,P006760,P008232,P011981,2.683,-9,0,9
123,PAR,P001932,P006760,P008232,P014007,2.683,-9,0,9
123,PAR,P001932,P006760,P011981,P012745,4.316,-4,6,10
123,PAR,P001932,P006760,P011981,P013370,3.933,-4,6,10
123,PAR,P001932,P006760,P011981,P014007,3.066,-9,0,9
123,PAR,P001932,P006760,P012720,P013667,0.433,-1,1,2
123,PAR,P001932,P006760,P012745,P013370,3.933,-4,6,10
123,PAR,P001932,P006760,P012745,P014007,0.383,0,0,0
123,PAR,P001932,P008232,P011981,P014007,2.683,-9,0,9
123,PAR,P001932,P011981,P012720,P012745,0.983,-1,1,2
123,PAR,P001932,P011981,P012720,P013370,0.333,-1,1,2
123,PAR,P001932,P011981,P012745,P013370,4.266,-5,7,12
123,PAR,P001932,P011981,P012745,P014007,0.383,0,0,0
123,PAR,P001932,P012720,P012745,P013370,0.333,-1,1,2
123,PAR,P004761,P006760,P010581,P012745,5.9,6,15,9
123,PAR,P004761,P006760,P010581,P013370,3.167,4,6,2
123,PAR,P004761,P006760,P010581,P014007,2.733,2,9,7
123,PAR,P004761,P006760,P012720,P013667,0.433,-1,1,2
123,PAR,P004761,P006760,P012745,P013370,3.167,4,6,2
123,PAR,P004761,P006760,P012745,P014007,2.733,2,9,7
123,PAR,P004761,P008232,P011981,P012720,1.267,4,6,2
123,PAR,P004761,P008232,P011981,P014007,1.267,4,6,2
123,PAR,P004761,P008232,P012720,P013370,1.183,0,2,2
123,PAR,P004761,P008232,P012720,P013667,9.216,0,16,16
123,PAR,P004761,P008232,P012720,P014007,9.3,4,20,16
123,PAR,P004761,P008232,P013370,P013667,1.183,0,2,2
123,PAR,P004761,P008232,P013667,P014007,8.033,0,14,14
123,PAR,P004761,P010581,P012745,P013370,3.167,4,6,2
123,PAR,P004761,P010581,P012745,P014007,2.733,2,9,7
123,PAR,P004761,P011981,P012720,P012745,3.4,-7,4,11
123,PAR,P004761,P011981,P012720,P013370,1.167,-6,0,6
123,PAR,P004761,P011981,P012720,P014007,2.85,3,10,7
123,PAR,P004761,P011981,P012745,P013370,1.167,-6,0,6
123,PAR,P004761,P011981,P012745,P014007,1.583,-1,4,5
123,PAR,P004761,P012720,P012745,P013370,1.767,-10,0,10
123,PAR,P004761,P012720,P012745,P013667,3.217,-6,4,10
123,PAR,P004761,P012720,P012745,P014007,4.2,-3,8,11
123,PAR,P004761,P012720,P013370,P013667,1.783,-4,2,6
123,PAR,P004761,P012720,P013667,P014007,10.65,-2,18,20
123,PAR,P004761,P012745,P013370,P013667,0.6,-4,0,4
123,PAR,P004761,P012745,P013667,P014007,2.617,-2,4,6
123,PAR,P006760,P008232,P011981,P014007,2.683,-9,0,9
123,PAR,P006760,P010581,P012720,P012745,2.966,-3,4,7
123,PAR,P006760,P010581,P012720,P012997,1.133,-2,0,2
123,PAR,P006760,P010581,P012720,P013370,0.633,-3,0,3
123,PAR,P006760,P010581,P012720,P014007,3.466,-2,4,6
123,PAR,P006760,P010581,P012745,P013370,3.8,1,6,5
123,PAR,P006760,P010581,P012745,P014007,5.066,2,13,11
123,PAR,P006760,P010581,P012997,P014007,1.133,-2,0,2
123,PAR,P006760,P011981,P012720,P013370,2.167,4,4,0
123,PAR,P006760,P011981,P012720,P014007,2.167,4,4,0
123,PAR,P006760,P011981,P012745,P013370,3.933,-4,6,10
123,PAR,P006760,P011981,P012745,P014007,0.383,0,0,0
123,PAR,P006760,P011981,P013370,P014007,2.167,4,4,0
123,PAR,P006760,P012720,P012745,P013370,0.633,-3,0,3
123,PAR,P006760,P012720,P012745,P014007,2.333,0,4,4
123,PAR,P006760,P012720,P012997,P014007,1.133,-2,0,2
123,PAR,P006760,P012720,P013370,P013667,1.283,-5,0,5
123,PAR,P006760,P012720,P013370,P014007,3.45,-1,4,5
123,PAR,P006760,P012720,P013667,P014007,1.283,-5,0,5
123,PAR,P006760,P013370,P013667,P014007,1.283,-5,0,5
123,PAR,P008232,P011981,P012720,P014007,1.267,4,6,2
123,PAR,P008232,P012720,P013370,P013667,1.183,0,2,2
123,PAR,P008232,P012720,P013667,P014007,8.033,0,14,14
123,PAR,P010581,P012720,P012745,P013370,0.633,-3,0,3
123,PAR,P010581,P012720,P012745,P014007,2.333,0,4,4
123,PAR,P010581,P012720,P012997,P014007,1.133,-2,0,2
123,PAR,P011981,P012720,P012745,P013370,3.183,-5,9,14
123,PAR,P011981,P012720,P012745,P014007,3.266,1,12,11
123,PAR,P011981,P012720,P013370,P014007,3.85,6,12,6
123,PAR,P011981,P012745,P013370,P014007,1.683,2,8,6
123,PAR,P012720,P012745,P013370,P013667,0.6,-4,0,4
123,PAR,P012720,P012745,P013370,P014007,1.683,2,8,6
123,PAR,P012720,P012745,P013667,P014007,2.617,-2,4,6
123,PAR,P012720,P013370,P013667,P014007,1.283,-5,0,5
124,MUN,P001288,P001557,P004508,P011244,0.917,-2,1,3
124,MUN,P001288,P001557,P004508,P011836,1.2,-1,2,3
124,MUN,P001288,P001557,P004508,P014162,2.117,-3,3,6
124,MUN,P001288,P001557,P011244,P014162,0.917,-2,1,3
124,MUN,P001288,P001557,P011836,P014162,1.2,-1,2,3
124,MUN,P001288,P004508,P004863,P007201,2.417,-5,2,7
124,MUN,P001288,P004508,P004863,P011244,1.067,0,0,0
124,MUN,P001288,P004508,P004863,P011836,6.217,-10,4,14
124,MUN,P001288,P004508,P004863,P013383,2.733,-5,2,7
124,MUN,P001288,P004508,P007201,P009513,0.55,-7,0,7
124,MUN,P001288,P004508,P007201,P011836,3.534,-14,2,16
124,MUN,P001288,P004508,P007201,P014162,0.567,-2,0,2
124,MUN,P001288,P004508,P009513,P011836,0.55,-7,0,7
124,MUN,P001288,P004508,P011244,P011836,5.534,-4,7,11
124,MUN,P001288,P004508,P011244,P014162,5.384,-6,8,14
124,MUN,P001288,P004508,P011836,P013290,0.967,-5,0,5
124,MUN,P001288,P004508,P011836,P013383,3.7,-10,2,12
124,MUN,P001288,P004508,P011836,P014162,6.234,-7,9,16
124,MUN,P001288,P004508,P013290,P013383,0.967,-5,0,5
124,MUN,P001288,P004863,P007201,P011836,2.417,-5,2,7
124,MUN,P001288,P004863,P011244,P011836,1.067,0,0,0
124,MUN,P001288,P004863,P011836,P013383,2.733,-5,2,7
124,MUN,P001288,P007201,P009513,P011836,7.5,-9,11,20
124,MUN,P001288,P007201,P009513,P014162,6.95,-2,11,13
124,MUN,P001288,P007201,P011836,P014162,7.517,-4,11,15
124,MUN,P001288,P009513,P011836,P014162,6.95,-2,11,13
124,MUN,P001288,P011244,P011836,P014162,4.467,-4,7,11
124,MUN,P001288,P011836,P013290,P013383,1.234,-5,0,5
124,MUN,P001288,P011836,P013290,P014162,0.267,0,0,0
124,MUN,P001288,P011836,P013383,P014162,0.267,0,0,0
124,MUN,P001288,P013290,P013383,P014162,0.267,0,0,0
124,MUN,P001557,P004508,P004863,P011244,4.8,5,14,9
124,MUN,P001557,P004508,P004863,P013290,9.533,8,23,15
124,MUN,P001557,P004508,P004863,P013383,4.733,3,9,6
124,MUN,P001557,P004508,P011244,P013290,4.8,5,14,9
124,MUN,P001557,P004508,P011244,P014162,0.917,-2,1,3
124,MUN,P001557,P004508,P011836,P014162,1.2,-1,2,3
124,MUN,P001557,P004508,P013290,P013383,4.733,3,9,6
124,MUN,P001557,P004863,P011244,P013290,4.8,5,14,9
124,MUN,P001557,P004863,P013290,P013383,4.733,3,9,6
124,MUN,P001557,P007201,P009513,P013290,2.3,-4,2,6
124,MUN,P001557,P007201,P009513,P014162,2.3,-4,2,6
124,MUN,P001557,P007201,P013290,P014162,2.3,-4,2,6
124,MUN,P001557,P009513,P011244,P013290,3.35,2,6,4
124,MUN,P001557,P009513,P011244,P014162,3.35,2,6,4
124,MUN,P001557,P009513,P013290,P013383,1.817,0,6,6
124,MUN,P001557,P009513,P013290,P014162,7.467,-2,14,16
124,MUN,P001557,P009513,P013383,P014162,1.817,0,6,6
124,MUN,P001557,P011244,P013290,P014162,3.35,2,6,4
124,MUN,P001557,P013290,P013383,P014162,1.817,0,6,6
124,MUN,P004508,P004863,P007201,P011836,2.417,-5,2,7
124,MUN,P004508,P004863,P011244,P011836,1.067,0,0,0
124,MUN,P004508,P004863,P011244,P013290,4.8,5,14,9
124,MUN,P004508,P004863,P011836,P013383,2.733,-5,2,7
124,MUN,P004508,P004863,P013290,P013383,4.733,3,9,6
124,MUN,P004508,P007201,P009513,P011836,0.55,-7,0,7
124,MUN,P004508,P007201,P011836,P014162,0.567,-2,0,2
124,MUN,P004508,P011244,P011836,P014162,4.467,-4,7,11
124,MUN,P004508,P011836,P013290,P013383,0.967,-5,0,5
124,MUN,P007201,P009513,P011836,P014162,6.95,-2,11,13
124,MUN,P007201,P009513,P013290,P014162,2.3,-4,2,6
124,MUN,P009513,P011244,P013290,P014162,3.35,2,6,4
124,MUN,P009513,P011836,P013290,P013383,0.9,1,2,1
124,MUN,P009513,P011836,P013290,P014162,0.9,1,2,1
124,MUN,P009513,P011836,P013383,P014162,0.9,1,2,1
124,MUN,P009513,P013290,P013383,P014162,2.717,1,8,7
124,MUN,P011836,P013290,P013383,P014162,1.167,1,2,1
124,PAM,P006643,P007527,P010393,P010545,1.967,1,3,2
124,PAM,P006643,P007527,P010393,P011078,0.617,-2,0,2
124,PAM,P006643,P007527,P010393,P014115,1.35,3,3,0
124,PAM,P006643,P007527,P010444,P010545,3.617,7,9,2
124,PAM,P006643,P007527,P010444,P011078,4.55,9,14,5
124,PAM,P006643,P007527,P010444,P014115,3.617,7,9,2
124,PAM,P006643,P007527,P010444,P014168,4.55,9,14,5
124,PAM,P006643,P007527,P010545,P011078,1.917,-7,2,9
124,PAM,P006643,P007527,P010545,P014115,5.984,9,14,5
124,PAM,P006643,P007527,P010545,P014168,2.317,-6,4,10
124,PAM,P006643,P007527,P011078,P014168,5.85,4,16,12
124,PAM,P006643,P007527,P012738,P014115,1.633,2,2,0
124,PAM,P006643,P007527,P012738,P014168,1.633,2,2,0
124,PAM,P006643,P007527,P014115,P014168,2.65,1,4,3
124,PAM,P006643,P010042,P010393,P010545,1.417,-2,0,2
124,PAM,P006643,P010042,P010393,P012738,1.317,1,3,2
124,PAM,P006643,P010042,P010393,P014115,2.734,-1,3,4
124,PAM,P006643,P010042,P010444,P010545,2.683,3,8,5
124,PAM,P006643,P010042,P010444,P014115,2.683,3,8,5
124,PAM,P006643,P010042,P010545,P014115,4.1,1,8,7
124,PAM,P006643,P010042,P012738,P014115,3.767,0,7,7
124,PAM,P006643,P010042,P012738,P014168,2.45,-1,4,5
124,PAM,P006643,P010042,P014115,P014168,2.45,-1,4,5
124,PAM,P006643,P010393,P010545,P011078,0.617,-2,0,2
124,PAM,P006643,P010393,P010545,P014115,2.767,1,3,2
124,PAM,P006643,P010393,P012738,P014115,1.317,1,3,2
124,PAM,P006643,P010444,P010545,P014115,6.3,10,17,7
124,PAM,P006643,P010444,P011078,P014168,4.55,9,14,5
124,PAM,P006643,P010545,P011078,P014168,1.3,-5,2,7
124,PAM,P006643,P010545,P014115,P014168,1.017,-1,2,3
124,PAM,P006643,P012738,P014115,P014168,4.083,1,6,5
124,PAM,P007527,P010393,P010545,P011078,1.467,1,3,2
124,PAM,P007527,P010393,P010545,P011217,0.85,3,3,0
124,PAM,P007527,P010393,P010545,P014115,1.35,3,3,0
124,PAM,P007527,P010393,P011078,P011217,1.333,1,4,3
124,PAM,P007527,P010393,P011078,P012738,0.483,-2,1,3
124,PAM,P007527,P010393,P011217,P012738,0.483,-2,1,3
124,PAM,P007527,P010444,P010545,P011078,0.567,2,2,0
124,PAM,P007527,P010444,P010545,P011217,0.567,2,2,0
124,PAM,P007527,P010444,P010545,P014115,3.617,7,9,2
124,PAM,P007527,P010444,P011078,P011217,1.084,-1,2,3
124,PAM,P007527,P010444,P011078,P014168,5.067,6,14,8
124,PAM,P007527,P010444,P011217,P014115,0.3,0,0,0
124,PAM,P007527,P010444,P011217,P014168,0.817,-3,0,3
124,PAM,P007527,P010444,P014115,P014168,0.3,0,0,0
124,PAM,P007527,P010545,P011078,P011217,1.417,5,5,0
